,authors,bbox,connectsWith,created,creators,currentVersion,description,extent,featureTypes,geoContext,hasConnectionsWith,id,locationPrecision,maxDate,minDate,modified,path,reprLat,reprLatLong,reprLong,tags,timePeriods,timePeriodsKeys,timePeriodsRange,title,uid,country
15005,"Gatier, P., T. Sinclair, M. Ballance, R. Warner, R. Talbert, T. Elliott, S. Gillies","35.5, 37.0, 36.0, 37.5",,2009-10-19T11:52:30Z,"P.-L. Gatier, T. Sinclair",1.0,"An ancient place, cited: BAtlas 67 B2 unnamed aqueduct (NW Anazarbos)","{""type"": ""Polygon"", ""coordinates"": [[[35.5, 37.0], [35.5, 37.5], [36.0, 37.5], [36.0, 37.0], [35.5, 37.0]]]}",aqueduct,NW Anazarbos,,659118,rough,640.0,300.0,2012-02-15T02:40:44Z,/places/659118,37.25,"37.25,35.75",35.75,,L,late-antique,"300.0,640.0",Untitled,4b8fcc63d2cefb23338e04fbd8af3e1e,Turkey
15006,"Gatier, P., T. Sinclair, M. Ballance, R. Warner, R. Talbert, T. Elliott, S. Gillies","35.5, 36.5, 36.0, 37.0",,2009-10-19T11:52:32Z,"P.-L. Gatier, T. Sinclair",1.0,"An ancient place, cited: BAtlas 67 B3 unnamed aqueduct (N Mopsou(h)estia)","{""type"": ""Polygon"", ""coordinates"": [[[35.5, 36.5], [35.5, 37.0], [36.0, 37.0], [36.0, 36.5], [35.5, 36.5]]]}",aqueduct,N Mopsou(h)estia,,659119,rough,300.0,-30.0,2012-02-15T02:40:45Z,/places/659119,36.75,"36.75,35.75",35.75,,R,roman,"-30.0,300.0",Untitled,7d6a9cb5e02038bd4c9dcd4d2398a29d,Turkey
15007,"Gatier, P., T. Sinclair, M. Ballance, R. Warner, R. Talbert, T. Elliott, S. Gillies","35.5, 36.5, 36.0, 37.0",,2009-10-19T11:52:33Z,"P.-L. Gatier, T. Sinclair",1.0,"An ancient place, cited: BAtlas 67 B3 unnamed aqueduct (Katabolos)","{""type"": ""Polygon"", ""coordinates"": [[[35.5, 36.5], [35.5, 37.0], [36.0, 37.0], [36.0, 36.5], [35.5, 36.5]]]}",aqueduct,Katabolos,,659120,rough,300.0,-30.0,2012-02-15T02:40:45Z,/places/659120,36.75,"36.75,35.75",35.75,,R,roman,"-30.0,300.0",Untitled,caef7b5876536a66ef4e1f44ed6f0bf9,Turkey
15008,"Gatier, P., T. Sinclair, M. Ballance, R. Warner, R. Talbert, T. Elliott, S. Gillies","36.0, 37.0, 36.5, 37.5",,2009-10-19T11:52:34Z,"P.-L. Gatier, T. Sinclair",1.0,"An ancient place, cited: BAtlas 67 C2 unnamed aqueduct (N Epiphaneia)","{""type"": ""Polygon"", ""coordinates"": [[[36.0, 37.0], [36.0, 37.5], [36.5, 37.5], [36.5, 37.0], [36.0, 37.0]]]}",aqueduct,N Epiphaneia,,659121,rough,300.0,-30.0,2012-02-15T02:40:46Z,/places/659121,37.25,"37.25,36.25",36.25,,R,roman,"-30.0,300.0",Untitled,3b04f424100d3c9eac82da906e377b94,Turkey
15009,"Gatier, P., T. Sinclair, M. Ballance, R. Warner, R. Talbert, T. Elliott, S. Gillies","36.0, 36.5, 36.5, 37.0",,2009-10-19T11:52:35Z,"P.-L. Gatier, T. Sinclair",1.0,"An ancient place, cited: BAtlas 67 C3 unnamed aqueduct (E Epiphaneia)","{""type"": ""Polygon"", ""coordinates"": [[[36.0, 36.5], [36.0, 37.0], [36.5, 37.0], [36.5, 36.5], [36.0, 36.5]]]}",aqueduct,E Epiphaneia,,659122,rough,300.0,-30.0,2012-02-15T02:40:46Z,/places/659122,36.75,"36.75,36.25",36.25,,R,roman,"-30.0,300.0",Untitled,4c0c1370fa7435b1a6065cc404b89ad1,Turkey
15010,"Gatier, P., T. Sinclair, M. Ballance, R. Warner, R. Talbert, T. Elliott, S. Gillies","36.0, 36.5, 36.5, 37.0",,2009-10-19T11:52:36Z,"P.-L. Gatier, T. Sinclair",1.0,"An ancient place, cited: BAtlas 67 C3 unnamed aqueduct (W Epiphaneia)","{""type"": ""Polygon"", ""coordinates"": [[[36.0, 36.5], [36.0, 37.0], [36.5, 37.0], [36.5, 36.5], [36.0, 36.5]]]}",aqueduct,W Epiphaneia,,659123,rough,300.0,-30.0,2012-02-15T02:40:47Z,/places/659123,36.75,"36.75,36.25",36.25,,R,roman,"-30.0,300.0",Untitled,25411b8a32a835af608d9eec2a189eab,Turkey
15011,"Gatier, P., T. Sinclair, M. Ballance, R. Warner, R. Talbert, T. Elliott, S. Gillies","36.0, 36.0, 36.5, 36.5",,2009-10-19T11:52:37Z,"P.-L. Gatier, T. Sinclair",1.0,"An ancient place, cited: BAtlas 67 C4 unnamed aqueduct (between Daphne and Antiochia)","{""type"": ""Polygon"", ""coordinates"": [[[36.0, 36.0], [36.0, 36.5], [36.5, 36.5], [36.5, 36.0], [36.0, 36.0]]]}",aqueduct,between Daphne and Antiochia,,659124,rough,640.0,-30.0,2012-02-15T02:40:47Z,/places/659124,36.25,"36.25,36.25",36.25,,RL,"roman,late-antique","-30.0,640.0",Untitled,4d2377aae74810949ad90727072e0e4e,Turkey
15012,"Gatier, P., T. Sinclair, M. Ballance, R. Warner, R. Talbert, T. Elliott, S. Gillies","38.5, 37.5, 39.0, 38.0",,2009-10-19T11:52:38Z,"P.-L. Gatier, T. Sinclair",1.0,"An ancient place, cited: BAtlas 67 H1 unnamed aqueduct (Samosata, along W bank of Kâhta Çay and N bank of Euphrates)","{""type"": ""Polygon"", ""coordinates"": [[[38.5, 37.5], [38.5, 38.0], [39.0, 38.0], [39.0, 37.5], [38.5, 37.5]]]}",aqueduct,"Samosata, along W bank of Kâhta Çay and N bank of Euphrates",,659125,rough,640.0,-30.0,2012-02-15T02:40:47Z,/places/659125,37.75,"37.75,38.75",38.75,,RL,"roman,late-antique","-30.0,640.0",Untitled,1161b888819357e2e00ed0b9f0ad05f0,Turkey
15466,"Wilson, R., R. Talbert, S. Gillies, T. Elliott, J. Becker","13.5, 37.5, 14.0, 38.0",,2010-11-11T15:15:54Z,R.J.A. Wilson,2.0,"An ancient place, cited: BAtlas 47 D3 unnamed aqueduct (Thermae Himeraeae)","{""type"": ""Polygon"", ""coordinates"": [[[13.5, 37.5], [13.5, 38.0], [14.0, 38.0], [14.0, 37.5], [13.5, 37.5]]]}",aqueduct,Thermae Himeraeae,,462817,rough,300.0,-30.0,2013-09-02T15:55:58Z,/places/462817,37.75,"37.75,13.75",13.75,,R,roman,"-30.0,300.0",Untitled,c4c4f18f16c0e60d61ebbc88bbb71c67,Italy
15467,"Wilson, R., R. Talbert, T. Elliott, S. Gillies","14.0, 37.0, 14.5, 37.5",,2010-11-11T15:15:55Z,R.J.A. Wilson,1.0,"An ancient place, cited: BAtlas 47 E4 unnamed aqueduct (Philosophiana)","{""type"": ""Polygon"", ""coordinates"": [[[14.0, 37.0], [14.0, 37.5], [14.5, 37.5], [14.5, 37.0], [14.0, 37.0]]]}",aqueduct,Philosophiana,,462818,rough,300.0,-30.0,2012-02-15T00:24:14Z,/places/462818,37.25,"37.25,14.25",14.25,,R,roman,"-30.0,300.0",Untitled,7ef084af17b0689d6d16dadef5caffb1,Italy
15468,"Wilson, R., R. Talbert, T. Elliott, S. Gillies","15.0, 37.5, 15.5, 38.0",,2010-11-11T15:15:56Z,R.J.A. Wilson,1.0,"An ancient place, cited: BAtlas 47 G3 unnamed aqueduct (Katane)","{""type"": ""Polygon"", ""coordinates"": [[[15.0, 37.5], [15.0, 38.0], [15.5, 38.0], [15.5, 37.5], [15.0, 37.5]]]}",aqueduct,Katane,,462819,rough,300.0,-30.0,2012-02-15T00:24:14Z,/places/462819,37.75,"37.75,15.25",15.25,,R,roman,"-30.0,300.0",Untitled,2532cae4201712b4c6d9a70a8b8dc0d8,Italy
15469,"Wilson, R., R. Talbert, T. Elliott, S. Gillies","15.0, 37.5, 15.5, 38.0",,2010-11-11T15:15:57Z,R.J.A. Wilson,1.0,"An ancient place, cited: BAtlas 47 G3 unnamed aqueduct (Tauromenium)","{""type"": ""Polygon"", ""coordinates"": [[[15.0, 37.5], [15.0, 38.0], [15.5, 38.0], [15.5, 37.5], [15.0, 37.5]]]}",aqueduct,Tauromenium,,462820,rough,300.0,-30.0,2012-02-15T00:24:15Z,/places/462820,37.75,"37.75,15.25",15.25,,R,roman,"-30.0,300.0",Untitled,0a993f6429b97bad76942a62af41a246,Italy
15470,"Wilson, R., R. Talbert, S. Gillies, T. Elliott, J. Becker","15.0, 37.0, 15.5, 37.5",462492,2010-11-11T15:15:58Z,R.J.A. Wilson,3.0,"An ancient place, cited: BAtlas 47 G4 unnamed aqueduct group (Syracusae)","{""type"": ""Polygon"", ""coordinates"": [[[15.0, 37.0], [15.0, 37.5], [15.5, 37.5], [15.5, 37.0], [15.0, 37.0]]]}",aqueduct,Syracusae,,462821,rough,300.0,-330.0,2017-05-23T15:25:49Z,/places/462821,37.25,"37.25,15.25",15.25,,HR,"hellenistic-republican,roman","-330.0,300.0",Untitled,8bdd0c3d97d59d8014baceeefee233be,Italy
15646,"Dyson, S., R. Talbert, S. Gillies, T. Elliott, J. Becker","8.0, 40.0, 9.0, 41.0",472014,2010-11-11T20:20:25Z,S.L. Dyson,2.0,"An ancient place, cited: BAtlas 48 A2 Ad Octavum","{""type"": ""Polygon"", ""coordinates"": [[[8.0, 40.0], [8.0, 41.0], [9.0, 41.0], [9.0, 40.0], [8.0, 40.0]]]}","aqueduct, settlement-modern",S. Giovanni,,471879,rough,2100.0,-30.0,2015-05-16T19:47:32Z,/places/471879,40.5,"40.5,8.5",8.5,,RLM,"roman,late-antique,modern","-30.0,2100.0",Ad Octavum,67369313458f8c52f49685af9db4a665,Italy
16029,"Mitchell, S., R. Talbert, T. Elliott, S. Gillies","32.0, 36.0, 32.5, 36.5",,2009-10-19T11:08:04Z,S. Mitchell,1.0,"An ancient place, cited: BAtlas 66 A4 unnamed aqueduct (Selinous)","{""type"": ""Polygon"", ""coordinates"": [[[32.0, 36.0], [32.0, 36.5], [32.5, 36.5], [32.5, 36.0], [32.0, 36.0]]]}",aqueduct,Selinous,,649302,rough,640.0,-30.0,2012-02-15T02:36:24Z,/places/649302,36.25,"36.25,32.25",32.25,,RL,"roman,late-antique","-30.0,640.0",Untitled,6c5f67758dbdd1d8f5e53576edfb28f1,Turkey
16030,"Mitchell, S., R. Talbert, T. Elliott, S. Gillies","32.5, 36.0, 33.0, 36.5",,2009-10-19T11:08:05Z,S. Mitchell,1.0,"An ancient place, cited: BAtlas 66 B4 unnamed aqueduct (Anemurium)","{""type"": ""Polygon"", ""coordinates"": [[[32.5, 36.0], [32.5, 36.5], [33.0, 36.5], [33.0, 36.0], [32.5, 36.0]]]}",aqueduct,Anemurium,,649303,rough,640.0,-30.0,2012-02-15T02:36:24Z,/places/649303,36.25,"36.25,32.75",32.75,,RL,"roman,late-antique","-30.0,640.0",Untitled,c37b5ecb9e44eb79e2bf936e6e85ceba,Turkey
16031,"Mitchell, S., R. Talbert, T. Elliott, S. Gillies","33.0, 36.5, 33.5, 37.0",,2009-10-19T11:08:07Z,S. Mitchell,1.0,"An ancient place, cited: BAtlas 66 C3 unnamed aqueduct (Dağpazarı)","{""type"": ""Polygon"", ""coordinates"": [[[33.0, 36.5], [33.0, 37.0], [33.5, 37.0], [33.5, 36.5], [33.0, 36.5]]]}",aqueduct,Dağpazarı,,649304,rough,640.0,-30.0,2012-02-15T02:36:25Z,/places/649304,36.75,"36.75,33.25",33.25,,RL,"roman,late-antique","-30.0,640.0",Untitled,0cadc9f9add5e7dc9d59ffa16fc18562,Turkey
16032,"Mitchell, S., R. Talbert, T. Elliott, S. Gillies","33.5, 36.5, 34.0, 37.0",,2009-10-19T11:08:07Z,S. Mitchell,1.0,"An ancient place, cited: BAtlas 66 D3 unnamed aqueduct (Diocaesarea)","{""type"": ""Polygon"", ""coordinates"": [[[33.5, 36.5], [33.5, 37.0], [34.0, 37.0], [34.0, 36.5], [33.5, 36.5]]]}",aqueduct,Diocaesarea,,649305,rough,640.0,-30.0,2012-02-15T02:36:25Z,/places/649305,36.75,"36.75,33.75",33.75,,RL,"roman,late-antique","-30.0,640.0",Untitled,6d371425ca63fa72cc6b5fc7b8601048,Turkey
16033,"Mitchell, S., R. Talbert, T. Elliott, S. Gillies","33.5, 36.5, 34.0, 37.0",,2009-10-19T11:08:08Z,S. Mitchell,1.0,"An ancient place, cited: BAtlas 66 D3 unnamed aqueduct (Olba)","{""type"": ""Polygon"", ""coordinates"": [[[33.5, 36.5], [33.5, 37.0], [34.0, 37.0], [34.0, 36.5], [33.5, 36.5]]]}",aqueduct,Olba,,649306,rough,640.0,-30.0,2012-02-15T02:36:25Z,/places/649306,36.75,"36.75,33.75",33.75,,RL,"roman,late-antique","-30.0,640.0",Untitled,3ca6c674e60472ff86277dcc35e83ffa,Turkey
16034,"Mitchell, S., R. Talbert, T. Elliott, S. Gillies","33.5, 36.0, 34.0, 36.5",,2009-10-19T11:08:09Z,S. Mitchell,1.0,"An ancient place, cited: BAtlas 66 D4 unnamed aqueduct (S. Thekla)","{""type"": ""Polygon"", ""coordinates"": [[[33.5, 36.0], [33.5, 36.5], [34.0, 36.5], [34.0, 36.0], [33.5, 36.0]]]}",aqueduct,S. Thekla,,649307,rough,640.0,300.0,2012-02-15T02:36:26Z,/places/649307,36.25,"36.25,33.75",33.75,,L,late-antique,"300.0,640.0",Untitled,53d21e062d8d21e6cf86e29a47307cc0,Turkey
16035,"Mitchell, S., R. Talbert, T. Elliott, S. Gillies","34.0, 36.0, 34.5, 36.5",,2009-10-19T11:08:10Z,S. Mitchell,1.0,"An ancient place, cited: BAtlas 66 E4 unnamed aqueduct (Corycus)","{""type"": ""Polygon"", ""coordinates"": [[[34.0, 36.0], [34.0, 36.5], [34.5, 36.5], [34.5, 36.0], [34.0, 36.0]]]}",aqueduct,Corycus,,649308,rough,640.0,-30.0,2012-02-15T02:36:26Z,/places/649308,36.25,"36.25,34.25",34.25,,RL,"roman,late-antique","-30.0,640.0",Untitled,934320a09d622ff0b2675f00119b30d8,Turkey
16036,"Mitchell, S., R. Talbert, S. Gillies, T. Elliott, J. Becker","34.560186, 37.82365, 34.572513, 37.893752",648801,2009-10-19T11:08:11Z,S. Mitchell,2.0,"An ancient place, cited: BAtlas 66 F1 unnamed aqueduct (Tyana)","{""type"": ""LineString"", ""coordinates"": [[34.560186, 37.893752], [34.572513, 37.82365]]}",aqueduct,Tyana,,649309,related,640.0,-30.0,2013-02-27T19:39:12Z,/places/649309,37.858701,"37.858701,34.5663495",34.5663495,,RL,"roman,late-antique","-30.0,640.0",Untitled,a157cd56b2d27c4f6fa1fd83d08631e7,Turkey
16289,"Becker, J.","4.5517151, 43.9172997, 4.5524065, 43.9176571",148738,2020-09-18T14:54:33Z,jbecker,2.0,The aqueduct tunnel known as the Tunnel de la Perrotte stretches for more than 60 meters.,"{""type"": ""Polygon"", ""coordinates"": [[[4.5517151, 43.9172997], [4.5524065, 43.9176571], [4.5522585, 43.9175567], [4.5520641, 43.9174572], [4.5518938, 43.9173731], [4.5517151, 43.9172997]]]}","tunnel, aqueduct",,,678272910,precise,300.0,-30.0,2021-01-09T12:00:43Z,/places/678272910,43.917465290500004,"43.9174652905,4.55206780861",4.55206780861,,R,roman,"-30.0,300.0","Perrotte Aqueduct tunnel, aqueduct of Nimes",b96a4e2a6f1c435784bd58ad82902384,France
16291,"Becker, J.","12.8298747, 41.9025807, 12.8298747, 41.9025807",423559,2020-04-06T00:56:57Z,jbecker,1.0,The Ponte S. Antonio carried the Anio Novus aqueduct.,"{""type"": ""Point"", ""coordinates"": [12.8298747, 41.9025807]}",aqueduct,,,294009591,precise,640.0,-30.0,2020-04-06T02:05:54Z,/places/294009591,41.9025807,"41.9025807,12.8298747",12.8298747,,R,roman-early-empire-late-antique,"-30.0,640.0",Acquedotto Anio Novus Ponte S. Antonio,abe5f1ed162b4634923d11cd9d148c04,Italy
16373,"Edlund Berry, I., A. Small, R. Talbert, S. Gillies, T. Elliott, J. Becker","15.5, 40.5, 16.0, 41.0",,2010-11-11T20:45:51Z,"I.E.M. Edlund Berry, A.M. Small",2.0,"An ancient place, cited: BAtlas 45 C3 unnamed aqueduct (Venusia from spring of Serra la Croce)","{""type"": ""Polygon"", ""coordinates"": [[[15.5, 40.5], [15.5, 41.0], [16.0, 41.0], [16.0, 40.5], [15.5, 40.5]]]}",aqueduct,Venusia from spring of Serra la Croce,,443187,rough,640.0,-30.0,2015-09-27T22:50:22Z,/places/443187,40.75,"40.75,15.75",15.75,,RL,"roman,late-antique","-30.0,640.0",Untitled,74dabd9b41624d195889a75dd4874ca1,Italy
16374,"Edlund Berry, I., A. Small, R. Talbert, S. Gillies, T. Elliott, J. Becker","15.5, 40.0, 16.0, 40.5",,2010-11-11T20:45:52Z,"I.E.M. Edlund Berry, A.M. Small",2.0,"An ancient place, cited: BAtlas 45 C4 unnamed aqueduct (Grumentum)","{""type"": ""Polygon"", ""coordinates"": [[[15.5, 40.0], [15.5, 40.5], [16.0, 40.5], [16.0, 40.0], [15.5, 40.0]]]}",aqueduct,Grumentum,,443188,rough,640.0,-330.0,2017-03-13T22:08:32Z,/places/443188,40.25,"40.25,15.75",15.75,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",Untitled,8629fce5b46375b7a8935b36a354f5ab,Italy
16375,"Edlund Berry, I., A. Small, R. Talbert, T. Elliott, S. Gillies","15.5, 41.0, 16.0, 41.5",,2010-11-11T20:45:53Z,"I.E.M. Edlund Berry, A.M. Small",1.0,"An ancient place, cited: BAtlas 45 C2 unnamed aqueduct (Canusium)","{""type"": ""Polygon"", ""coordinates"": [[[15.5, 41.0], [15.5, 41.5], [16.0, 41.5], [16.0, 41.0], [15.5, 41.0]]]}",aqueduct,Canusium,,443189,rough,640.0,-30.0,2012-02-15T00:11:53Z,/places/443189,41.25,"41.25,15.75",15.75,,RL,"roman,late-antique","-30.0,640.0",Untitled,22311bdccde33d14e37d1f39bca81594,Italy
16376,"Edlund Berry, I., A. Small, R. Talbert, S. Gillies, T. Elliott, J. Becker","17.0, 40.0, 17.5, 40.5",442810,2010-11-11T20:45:54Z,"I.E.M. Edlund Berry, A.M. Small",3.0,"An ancient place, cited: BAtlas 45 F4 unnamed aqueduct (Tarentum from springs near Satyrion (aqua nymphalis))","{""type"": ""Polygon"", ""coordinates"": [[[17.0, 40.0], [17.0, 40.5], [17.5, 40.5], [17.5, 40.0], [17.0, 40.0]]]}",aqueduct,Tarentum from springs near Satyrion (aqua nymphalis),,443190,rough,640.0,-30.0,2020-03-25T16:38:43Z,/places/443190,40.25,"40.25,17.25",17.25,,RL,"roman,late-antique","-30.0,640.0",Untitled,624695eca01487393f8551bf43680b77,Italy
16377,"Edlund Berry, I., A. Small, R. Talbert, T. Elliott, S. Gillies","17.5, 40.5, 18.0, 41.0",,2010-11-11T20:45:55Z,"I.E.M. Edlund Berry, A.M. Small",1.0,"An ancient place, cited: BAtlas 45 G3 unnamed aqueduct (Brundisium from spring of Pozzo S. Vito near S. Vito dei Normanni)","{""type"": ""Polygon"", ""coordinates"": [[[17.5, 40.5], [17.5, 41.0], [18.0, 41.0], [18.0, 40.5], [17.5, 40.5]]]}",aqueduct,Brundisium from spring of Pozzo S. Vito near S. Vito dei Normanni,,443191,rough,640.0,-30.0,2012-02-15T00:11:53Z,/places/443191,40.75,"40.75,17.75",17.75,,RL,"roman,late-antique","-30.0,640.0",Untitled,95290ea57e6d12feb43e93e79d01cc68,Italy
16700,"Edlund Berry, I., A. Small, R. Talbert, T. Elliott, S. Gillies","15.5, 38.5, 16.0, 39.0",,2010-10-04T18:08:11Z,"I.E.M. Edlund Berry, A.M. Small",1.0,"An ancient place, cited: BAtlas 46 C4 unnamed aqueduct (S. Teodoro)","{""type"": ""Polygon"", ""coordinates"": [[[15.5, 38.5], [15.5, 39.0], [16.0, 39.0], [16.0, 38.5], [15.5, 38.5]]]}",aqueduct,S. Teodoro,,453002,rough,640.0,-30.0,2012-02-15T00:17:47Z,/places/453002,38.75,"38.75,15.75",15.75,,RL,"roman,late-antique","-30.0,640.0",Untitled,0a50d943aae499ced6ac4e98d85165f1,Italy
16701,"Edlund Berry, I., A. Small, R. Talbert, S. Gillies, T. Elliott, J. Becker","16.0, 39.5, 16.5, 40.0",,2010-10-04T18:08:12Z,"I.E.M. Edlund Berry, A.M. Small",2.0,"An ancient place, cited: BAtlas 46 D2 unnamed aqueduct (Thurii/Copia)","{""type"": ""Polygon"", ""coordinates"": [[[16.0, 39.5], [16.0, 40.0], [16.5, 40.0], [16.5, 39.5], [16.0, 39.5]]]}",aqueduct,Thurii/Copia,,453003,rough,-30.0,-550.0,2017-12-31T03:26:03Z,/places/453003,39.75,"39.75,16.25",16.25,,CH,"classical,hellenistic-republican","-550.0,-30.0",Untitled,175ccf15fd293131809742c02363c570,Italy
16702,"Edlund Berry, I., A. Small, R. Talbert, T. Elliott, S. Gillies","16.5, 39.5, 17.0, 40.0",,2010-10-04T18:08:14Z,"I.E.M. Edlund Berry, A.M. Small",1.0,"An ancient place, cited: BAtlas 46 E2 unnamed aqueduct (Ad Vicesimum)","{""type"": ""Polygon"", ""coordinates"": [[[16.5, 39.5], [16.5, 40.0], [17.0, 40.0], [17.0, 39.5], [16.5, 39.5]]]}",aqueduct,Ad Vicesimum,,453004,rough,640.0,-30.0,2012-02-15T00:17:48Z,/places/453004,39.75,"39.75,16.75",16.75,,RL,"roman,late-antique","-30.0,640.0",Untitled,1013c81a0708c91eb4afff24feb41b17,Italy
17956,"Esmonde Cleary, A., R. Warner, R. Talbert, S. Gillies, T. Elliott, S. Vanderbilt","-3.9498, 52.0446, -3.9498, 52.0446",82301,2009-10-30T22:42:28Z,A.S. Esmonde Cleary,4.0,"A group of Roman-era aqueducts (a ""leat system"" in regional parlance and the archaeological literature for the area), probably supplying the gold mining works at Dolaucothi.","{""type"": ""Point"", ""coordinates"": [-3.9498, 52.0446]}",aqueduct,at mine E Louentinon?,,80032,related,640.0,-30.0,2012-10-18T01:43:00Z,/places/80032,52.0446,"52.0446,-3.9498",-3.9498,,RL,"roman,late-antique","-30.0,640.0","Unnamed aqueduct(s) at Dolaucothi, Wales",9fadf89b180f8235e396136b165803d0,United Kingdom
17957,"Esmonde Cleary, A., R. Warner, R. Talbert, T. Elliott, S. Gillies","-3.0, 52.0, -2.0, 53.0",,2009-10-30T22:42:29Z,A.S. Esmonde Cleary,1.0,"An ancient place, cited: BAtlas 8 E2 unnamed aqueduct (*Viroconium)","{""type"": ""Polygon"", ""coordinates"": [[[-3.0, 52.0], [-3.0, 53.0], [-2.0, 53.0], [-2.0, 52.0], [-3.0, 52.0]]]}",aqueduct,*Viroconium,,80033,rough,640.0,-30.0,2012-02-15T03:35:36Z,/places/80033,52.5,"52.5,-2.5",-2.5,,RL,"roman,late-antique","-30.0,640.0",Untitled,74ada98a387891f8e2d0cac46c11d081,United Kingdom
17958,"Esmonde Cleary, A., R. Warner, R. Talbert, T. Elliott, S. Gillies","-3.0, 50.0, -2.0, 51.0",,2009-10-30T22:42:30Z,A.S. Esmonde Cleary,1.0,"An ancient place, cited: BAtlas 8 E4 unnamed aqueduct (Durno(no)varia)","{""type"": ""Polygon"", ""coordinates"": [[[-3.0, 50.0], [-3.0, 51.0], [-2.0, 51.0], [-2.0, 50.0], [-3.0, 50.0]]]}",aqueduct,Durno(no)varia,,80034,rough,640.0,-30.0,2012-02-15T03:35:36Z,/places/80034,50.5,"50.5,-2.5",-2.5,,RL,"roman,late-antique","-30.0,640.0",Untitled,e8ab77d88d32e68a71eec40eea9259a8,United Kingdom
17959,"Esmonde Cleary, A., R. Warner, R. Talbert, T. Elliott, S. Gillies","-1.0, 53.0, 0.0, 54.0",,2009-10-30T22:42:31Z,A.S. Esmonde Cleary,1.0,"An ancient place, cited: BAtlas 8 G1 unnamed aqueduct (Col. Lindum)","{""type"": ""Polygon"", ""coordinates"": [[[-1.0, 53.0], [-1.0, 54.0], [0.0, 54.0], [0.0, 53.0], [-1.0, 53.0]]]}",aqueduct,Col. Lindum,,80035,rough,640.0,-30.0,2012-02-15T03:35:36Z,/places/80035,53.5,"53.5,-0.5",-0.5,,RL,"roman,late-antique","-30.0,640.0",Untitled,b3bb79d66d2c21dfaf14b3d61229b77e,United Kingdom
18335,"Vitale, V., J. Prag, J. Becker","15.2848558, 37.0767995, 15.2848558, 37.0767995",462503,2016-01-20T16:50:16Z,vvitale,1.0,"Ancient catacombs in the city of Siracusa, built between AD 315 and 360. The main gallery re-purposes parts of an earlier aqueduct.","{""type"": ""Point"", ""coordinates"": [15.2848558, 37.0767995]}","aqueduct, cemetery",,,560149180,precise,2100.0,-30.0,2016-01-28T16:47:29Z,/places/560149180,37.0767995,"37.0767995,15.2848558",15.284855800000003,,RM,"roman-early-empire-late-antique,modern","-30.0,2100.0",Catacomba di San Giovanni,f772e0d2e40b45faeef8a6568affadc3,Italy
18533,"Foss, C., G. Reger, R. Talbert, G. Mckee, S. Gillies, T. Elliott","27.339722, 37.939581, 27.340892, 37.941944","599703,599612",2019-09-18T16:30:53Z,"C. Foss, G. Reger",5.0,"The longest and most recently-constructed Roman aqueduct in the province of Asia, measuring 36.5 km from its source in the hills south of Ephesus to the metropolis itself. The aqueduct was first commissioned by the emperor Hadrian in 122-126, and it portions of it remained in use into the medieval period. In modern times, it is known as the Değirmendere Aqueduct, after the nearby Kenchrios river (modern Değirmendere).","{""type"": ""LineString"", ""coordinates"": [[27.340892, 37.939581], [27.339722, 37.941944]]}",aqueduct,Aqua Iulia?,,600227,related,2099.0,-30.0,2020-02-03T19:13:19Z,/places/600227,37.9407625,"37.9407625,27.340307",27.340307,,RT,"roman,twenty-first-ce","-30.0,2099.0",Unnamed aqueduct at Ephesus (Aqua Iulia?),682c8b14ddfd525717fe8f1b60e08b80,Turkey
18534,"Foss, C., G. Reger, R. Talbert, T. Elliott, S. Gillies","27.0, 37.5, 27.5, 38.0",,2009-10-15T09:12:39Z,"C. Foss, G. Reger",1.0,"An ancient place, cited: BAtlas 61 E2 unnamed aqueduct (Aqua Troessitica)","{""type"": ""Polygon"", ""coordinates"": [[[27.0, 37.5], [27.0, 38.0], [27.5, 38.0], [27.5, 37.5], [27.0, 37.5]]]}",aqueduct,Aqua Troessitica,,600228,rough,300.0,-30.0,2012-02-15T02:04:22Z,/places/600228,37.75,"37.75,27.25",27.25,,R,roman,"-30.0,300.0",Untitled,0b94e85143d384dd965d2bdaf7dddf2e,Turkey
18535,"Foss, C., G. Reger, R. Talbert, T. Elliott, S. Gillies","26.5, 37.5, 27.0, 38.0",,2009-10-15T09:12:40Z,"C. Foss, G. Reger",1.0,"An ancient place, cited: BAtlas 61 D2 unnamed aqueduct (NW Heraion on Samos)","{""type"": ""Polygon"", ""coordinates"": [[[26.5, 37.5], [26.5, 38.0], [27.0, 38.0], [27.0, 37.5], [26.5, 37.5]]]}",aqueduct,NW Heraion on Samos,,600230,rough,300.0,-30.0,2012-02-15T02:04:22Z,/places/600230,37.75,"37.75,26.75",26.75,,R,roman,"-30.0,300.0",Untitled,b454c33a5bdc28b0de28d085f8d508fc,Greece
